VERSION;7.2.1.201802190531
DATE;25/08/2018 12:06
ITERATION;MODEL;OBJECTIVE FUNCTION;VALUE
1;base0003;NQDS QW WELL PROD2;-4.939267170916972
1;base0003;NQDS QO WELL PROD2;1.113042123965535
1;base0003;NQDS BHP WELL PROD2;0.1881517811763402
1;base0003;NQDS QL WELL PROD3;1.070662524499265E-10
1;base0003;NQDS QW WELL PROD3;6.575866814355209E-4
1;base0003;NQDS QO WELL PROD3;-5.831878411526203E-6
1;base0003;NQDS BHP WELL PROD3;-0.60916750114394
1;base0003;NQDS QL WELL PROD4;-3.263211451101522E-10
1;base0003;NQDS QW WELL PROD4;3.734119232319654
1;base0003;NQDS QO WELL PROD4;-0.2833981266355685
1;base0003;NQDS BHP WELL PROD4;-0.5508719394651185
1;base0003;NQDS QL WELL PROD5;1.444163982611104E-14
1;base0003;NQDS QW WELL PROD5;4.762653544364735E-13
1;base0003;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0003;NQDS BHP WELL PROD5;-1.252044215186594
1;base0003;NQDS QL WELL PROD6;1.020551433220407E-13
1;base0003;NQDS QW WELL PROD6;-76.73360792994917
1;base0003;NQDS QO WELL PROD6;3.013829109008083
1;base0003;NQDS BHP WELL PROD6;-0.6985830170427109
1;base0003;NQDS QL WELL PROD7;-2.301405272647624E-10
1;base0003;NQDS QW WELL PROD7;-56.48752494059739
1;base0003;NQDS QO WELL PROD7;6.370169957017563
1;base0003;NQDS BHP WELL PROD7;-1.469222165279169
1;base0003;NQDS QL WELL PROD8;-2.200462104569597E-10
1;base0003;NQDS QW WELL PROD8;-28.00008066662527
1;base0003;NQDS QO WELL PROD8;0.4829572966751861
1;base0003;NQDS BHP WELL PROD8;0.3933442768990352
1;base0003;NQDS QL WELL PROD9;1.350762047780581E-13
1;base0003;NQDS QW WELL PROD9;-59.35529530443116
1;base0003;NQDS QO WELL PROD9;1.394575148902702
1;base0003;NQDS BHP WELL PROD9;-1.774851244160496
1;base0003;NQDS QL WELL PROD10;1.005571528033774E-10
1;base0003;NQDS QW WELL PROD10;-51.25220915533928
1;base0003;NQDS QO WELL PROD10;1.256153125876394
1;base0003;NQDS BHP WELL PROD10;-0.5620005958960229
1;base0003;NQDS QWI WELL INJ1;0.0
1;base0003;NQDS BHP WELL INJ1;0.7690397320949446
1;base0003;NQDS QWI WELL INJ2;0.0
1;base0003;NQDS BHP WELL INJ2;-0.1516171588956554
1;base0003;NQDS QWI WELL INJ3;0.0
1;base0003;NQDS BHP WELL INJ3;0.3313980891413723
1;base0003;NQDS QWI WELL INJ4;0.0
1;base0003;NQDS BHP WELL INJ4;-0.7695550121627674
1;base0003;NQDS QWI WELL INJ5;0.0
1;base0003;NQDS BHP WELL INJ5;0.2125062419517162
1;base0003;NQDS QWI WELL INJ6;0.0
1;base0003;NQDS BHP WELL INJ6;0.6771899969854126
1;base0003;NQDS QWI WELL INJ7;0.0
1;base0003;NQDS BHP WELL INJ7;-0.4939144178008069
1;base0003;NQDS QWI WELL INJ8;0.0
1;base0003;NQDS BHP WELL INJ8;0.9116077737605552
1;base0003;NQDS QWI WELL INJ9;0.0
1;base0003;NQDS BHP WELL INJ9;-0.2646763248112152
1;base0004;NQDS QL WELL WILDCAT;-2.28285089151554E-10
1;base0004;NQDS QW WELL WILDCAT;-1.433713105591067
1;base0004;NQDS QO WELL WILDCAT;0.03954435047588914
1;base0004;NQDS BHP WELL WILDCAT;-0.4178832822261683
1;base0004;NQDS QL WELL PROD1;5.353476065239992E-10
1;base0004;NQDS QW WELL PROD1;-1.23482341346453
1;base0004;NQDS QO WELL PROD1;0.1145270966987518
1;base0004;NQDS BHP WELL PROD1;-0.2639623820898876
1;base0004;NQDS QL WELL PROD2;4.331534565393945E-10
1;base0004;NQDS QW WELL PROD2;10.28675808556386
1;base0004;NQDS QO WELL PROD2;-2.318536173477396
1;base0004;NQDS BHP WELL PROD2;0.2661666212122778
1;base0004;NQDS QL WELL PROD3;2.581865701466579E-11
1;base0004;NQDS QW WELL PROD3;6.717383286029969E-7
1;base0004;NQDS QO WELL PROD3;-5.887126832570325E-9
1;base0004;NQDS BHP WELL PROD3;-0.8394661364127939
1;base0004;NQDS QL WELL PROD4;-3.146764160440478E-10
1;base0004;NQDS QW WELL PROD4;-29.23114733475599
1;base0004;NQDS QO WELL PROD4;2.218783699893788
1;base0004;NQDS BHP WELL PROD4;-0.5683888135785257
1;base0004;NQDS QL WELL PROD5;1.55323508750617E-14
1;base0004;NQDS QW WELL PROD5;5.122354998334697E-13
1;base0004;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0004;NQDS BHP WELL PROD5;-0.8981655434103283
1;base0004;NQDS QL WELL PROD6;6.947039753247622E-14
1;base0004;NQDS QW WELL PROD6;-76.73360992441732
1;base0004;NQDS QO WELL PROD6;3.013829109008083
1;base0004;NQDS BHP WELL PROD6;-0.4218768950017479
1;base0004;NQDS QL WELL PROD7;-3.394834358186204E-10
1;base0004;NQDS QW WELL PROD7;-4.639071073412219
1;base0004;NQDS QO WELL PROD7;0.5231845013441137
1;base0004;NQDS BHP WELL PROD7;-0.4973669664225425
1;base0004;NQDS QL WELL PROD8;-3.217933696177318E-10
1;base0004;NQDS QW WELL PROD8;-1.370869341588201
1;base0004;NQDS QO WELL PROD8;0.02363362029657565
1;base0004;NQDS BHP WELL PROD8;0.4575580737116652
1;base0004;NQDS QL WELL PROD9;-5.897893619209213E-11
1;base0004;NQDS QW WELL PROD9;-59.35144923669155
1;base0004;NQDS QO WELL PROD9;1.394483117537192
1;base0004;NQDS BHP WELL PROD9;-0.2710292547267363
1;base0004;NQDS QL WELL PROD10;4.020143914407395E-10
1;base0004;NQDS QW WELL PROD10;3.542532863263507
1;base0004;NQDS QO WELL PROD10;-0.08683865095040381
1;base0004;NQDS BHP WELL PROD10;-0.4215702310338336
1;base0004;NQDS QWI WELL INJ1;0.0
1;base0004;NQDS BHP WELL INJ1;-0.2252817260649924
1;base0004;NQDS QWI WELL INJ2;0.0
1;base0004;NQDS BHP WELL INJ2;-0.2060530301881643
1;base0004;NQDS QWI WELL INJ3;0.0
1;base0004;NQDS BHP WELL INJ3;-0.2807641346447733
1;base0004;NQDS QWI WELL INJ4;0.0
1;base0004;NQDS BHP WELL INJ4;-0.727742238528919
1;base0004;NQDS QWI WELL INJ5;0.0
1;base0004;NQDS BHP WELL INJ5;-0.2623299002556966
1;base0004;NQDS QWI WELL INJ6;0.0
1;base0004;NQDS BHP WELL INJ6;-0.3150579101049067
1;base0004;NQDS QWI WELL INJ7;0.0
1;base0004;NQDS BHP WELL INJ7;-0.5407965792094961
1;base0004;NQDS QWI WELL INJ8;0.0
1;base0004;NQDS BHP WELL INJ8;-0.1755649295795688
1;base0004;NQDS QWI WELL INJ9;0.0
1;base0004;NQDS BHP WELL INJ9;-0.4525220027924233
1;base0005;NQDS QL WELL WILDCAT;1.333827509569486E-10
1;base0005;NQDS QW WELL WILDCAT;-3.354853791367162
1;base0005;NQDS QO WELL WILDCAT;0.0925479228889843
1;base0005;NQDS BHP WELL WILDCAT;-0.6342467284397865
1;base0005;NQDS QL WELL PROD1;-4.378458797823007E-10
1;base0005;NQDS QW WELL PROD1;12.06529236789002
1;base0005;NQDS QO WELL PROD1;-1.118885502849391
1;base0005;NQDS BHP WELL PROD1;-0.3001470042853538
1;base0005;NQDS QL WELL PROD2;-5.254968114035127E-10
1;base0005;NQDS QW WELL PROD2;1.68405245078323
1;base0005;NQDS QO WELL PROD2;-0.3795638137716313
1;base0005;NQDS BHP WELL PROD2;0.3552926908779007
1;base0005;NQDS QL WELL PROD3;1.161415606422505E-14
1;base0005;NQDS QW WELL PROD3;3.271233573002908E-13
1;base0005;NQDS QO WELL PROD3;0.0
1;base0005;NQDS BHP WELL PROD3;-0.5388537246254297
1;base0005;NQDS QL WELL PROD4;3.621869102102707E-10
1;base0005;NQDS QW WELL PROD4;-5.387102297492436
1;base0005;NQDS QO WELL PROD4;0.4089214074889235
1;base0005;NQDS BHP WELL PROD4;-0.4774750777743095
1;base0005;NQDS QL WELL PROD5;2.416360337063185E-11
1;base0005;NQDS QW WELL PROD5;7.968822974638185E-10
1;base0005;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0005;NQDS BHP WELL PROD5;-2.486893190423779
1;base0005;NQDS QL WELL PROD6;2.879252394355399E-10
1;base0005;NQDS QW WELL PROD6;-50.50801975102408
1;base0005;NQDS QO WELL PROD6;1.983779366073245
1;base0005;NQDS BHP WELL PROD6;-0.5464585495943064
1;base0005;NQDS QL WELL PROD7;5.135952577469314E-10
1;base0005;NQDS QW WELL PROD7;3.362207947809942
1;base0005;NQDS QO WELL PROD7;-0.3790786356333842
1;base0005;NQDS BHP WELL PROD7;-0.543354486185383
1;base0005;NQDS QL WELL PROD8;4.043779414191278E-10
1;base0005;NQDS QW WELL PROD8;-0.9935544082088006
1;base0005;NQDS QO WELL PROD8;0.01712711571295018
1;base0005;NQDS BHP WELL PROD8;0.558649239662743
1;base0005;NQDS QL WELL PROD9;1.371549676798569E-10
1;base0005;NQDS QW WELL PROD9;-55.29097971951664
1;base0005;NQDS QO WELL PROD9;1.299089309078971
1;base0005;NQDS BHP WELL PROD9;-0.3685721652241598
1;base0005;NQDS QL WELL PROD10;2.196828022919591E-10
1;base0005;NQDS QW WELL PROD10;1.891694140703247
1;base0005;NQDS QO WELL PROD10;-0.04636954599340601
1;base0005;NQDS BHP WELL PROD10;-0.4034651429058888
1;base0005;NQDS QWI WELL INJ1;0.0
1;base0005;NQDS BHP WELL INJ1;-0.2301009229530263
1;base0005;NQDS QWI WELL INJ2;0.0
1;base0005;NQDS BHP WELL INJ2;-0.2005991922767093
1;base0005;NQDS QWI WELL INJ3;0.0
1;base0005;NQDS BHP WELL INJ3;0.3333834518005231
1;base0005;NQDS QWI WELL INJ4;0.0
1;base0005;NQDS BHP WELL INJ4;-0.5390121979257367
1;base0005;NQDS QWI WELL INJ5;0.0
1;base0005;NQDS BHP WELL INJ5;-0.2709326575719031
1;base0005;NQDS QWI WELL INJ6;0.0
1;base0005;NQDS BHP WELL INJ6;-0.4656941005865745
1;base0005;NQDS QWI WELL INJ7;0.0
1;base0005;NQDS BHP WELL INJ7;-1.050175598639689
1;base0005;NQDS QWI WELL INJ8;0.0
1;base0005;NQDS BHP WELL INJ8;-0.2462139811015638
1;base0005;NQDS QWI WELL INJ9;0.0
1;base0005;NQDS BHP WELL INJ9;-0.4203373382946216
1;base0006;NQDS QL WELL WILDCAT;2.046555002966189E-10
1;base0006;NQDS QW WELL WILDCAT;2.311696058082659
1;base0006;NQDS QO WELL WILDCAT;-0.06376904130229363
1;base0006;NQDS BHP WELL WILDCAT;-0.4614054175349067
1;base0006;NQDS QL WELL PROD1;-6.428626628210972E-10
1;base0006;NQDS QW WELL PROD1;10.15717108400278
1;base0006;NQDS QO WELL PROD1;-0.9419303684789205
1;base0006;NQDS BHP WELL PROD1;-0.2922274213338677
1;base0006;NQDS QL WELL PROD2;-5.34308631119561E-10
1;base0006;NQDS QW WELL PROD2;12.50045734969789
1;base0006;NQDS QO WELL PROD2;-2.817383830287364
1;base0006;NQDS BHP WELL PROD2;0.4350873211691564
1;base0006;NQDS QL WELL PROD3;-7.385899327607328E-11
1;base0006;NQDS QW WELL PROD3;1.064105571590426E-6
1;base0006;NQDS QO WELL PROD3;-9.826973251290466E-9
1;base0006;NQDS BHP WELL PROD3;-0.5815928348426448
1;base0006;NQDS QL WELL PROD4;4.318856320059766E-10
1;base0006;NQDS QW WELL PROD4;-1.14242703947618
1;base0006;NQDS QO WELL PROD4;0.08670553892167757
1;base0006;NQDS BHP WELL PROD4;-0.578079230675934
1;base0006;NQDS QL WELL PROD5;8.135185818584456E-15
1;base0006;NQDS QW WELL PROD5;2.682872031117576E-13
1;base0006;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0006;NQDS BHP WELL PROD5;-0.737829272898261
1;base0006;NQDS QL WELL PROD6;1.965028782477262E-13
1;base0006;NQDS QW WELL PROD6;-76.73360617376898
1;base0006;NQDS QO WELL PROD6;3.013829109008083
1;base0006;NQDS BHP WELL PROD6;-0.6268374081956412
1;base0006;NQDS QL WELL PROD7;-3.069917559996893E-10
1;base0006;NQDS QW WELL PROD7;21.09103374298208
1;base0006;NQDS QO WELL PROD7;-2.378229583670843
1;base0006;NQDS BHP WELL PROD7;-0.6321273027109369
1;base0006;NQDS QL WELL PROD8;-4.187599491321817E-10
1;base0006;NQDS QW WELL PROD8;-9.863328594771271
1;base0006;NQDS QO WELL PROD8;0.1701132913366199
1;base0006;NQDS BHP WELL PROD8;0.561979907007529
1;base0006;NQDS QL WELL PROD9;-4.517225281917248E-11
1;base0006;NQDS QW WELL PROD9;-58.85328552075679
1;base0006;NQDS QO WELL PROD9;1.382779838442236
1;base0006;NQDS BHP WELL PROD9;-0.5108788215457657
1;base0006;NQDS QL WELL PROD10;9.113494764821333E-11
1;base0006;NQDS QW WELL PROD10;-55.2797862970071
1;base0006;NQDS QO WELL PROD10;1.35487117949085
1;base0006;NQDS BHP WELL PROD10;-0.374918685638441
1;base0006;NQDS QWI WELL INJ1;0.0
1;base0006;NQDS BHP WELL INJ1;-0.2427408608757714
1;base0006;NQDS QWI WELL INJ2;0.0
1;base0006;NQDS BHP WELL INJ2;0.2096699834143865
1;base0006;NQDS QWI WELL INJ3;0.0
1;base0006;NQDS BHP WELL INJ3;0.3982364479580086
1;base0006;NQDS QWI WELL INJ4;0.0
1;base0006;NQDS BHP WELL INJ4;-0.624839736579466
1;base0006;NQDS QWI WELL INJ5;0.0
1;base0006;NQDS BHP WELL INJ5;-0.3629652109379111
1;base0006;NQDS QWI WELL INJ6;0.0
1;base0006;NQDS BHP WELL INJ6;0.3318802742220184
1;base0006;NQDS QWI WELL INJ7;0.0
1;base0006;NQDS BHP WELL INJ7;-0.4951813644233717
1;base0006;NQDS QWI WELL INJ8;0.0
1;base0006;NQDS BHP WELL INJ8;-0.2307612176049183
1;base0006;NQDS QWI WELL INJ9;0.0
1;base0006;NQDS BHP WELL INJ9;-0.4536955672217362
1;base0007;NQDS QL WELL WILDCAT;3.21714630249243E-10
1;base0007;NQDS QW WELL WILDCAT;-1.035333947440405
1;base0007;NQDS QO WELL WILDCAT;0.02855914909297744
1;base0007;NQDS BHP WELL WILDCAT;-0.3530048515718806
1;base0007;NQDS QL WELL PROD1;4.609033618640547E-10
1;base0007;NQDS QW WELL PROD1;-3.61727162090326
1;base0007;NQDS QO WELL PROD1;0.3354582894883408
1;base0007;NQDS BHP WELL PROD1;-0.2347855999704863
1;base0007;NQDS QL WELL PROD2;-5.229666252166323E-10
1;base0007;NQDS QW WELL PROD2;6.339836074223275
1;base0007;NQDS QO WELL PROD2;-1.429010113038526
1;base0007;NQDS BHP WELL PROD2;0.2145890212854307
1;base0007;NQDS QL WELL PROD3;2.024389253130322E-14
1;base0007;NQDS QW WELL PROD3;5.701877995306633E-13
1;base0007;NQDS QO WELL PROD3;0.0
1;base0007;NQDS BHP WELL PROD3;-0.5933449198811164
1;base0007;NQDS QL WELL PROD4;3.889339241496593E-10
1;base0007;NQDS QW WELL PROD4;-5.547455934848937
1;base0007;NQDS QO WELL PROD4;0.4211047342788442
1;base0007;NQDS BHP WELL PROD4;-0.5041171920543532
1;base0007;NQDS QL WELL PROD5;1.717898806878437E-14
1;base0007;NQDS QW WELL PROD5;5.665393224006743E-13
1;base0007;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0007;NQDS BHP WELL PROD5;-0.7545219410888083
1;base0007;NQDS QL WELL PROD6;4.121223154011808E-10
1;base0007;NQDS QW WELL PROD6;-47.38090525661766
1;base0007;NQDS QO WELL PROD6;1.860952778214088
1;base0007;NQDS BHP WELL PROD6;-0.7527422836163133
1;base0007;NQDS QL WELL PROD7;-4.656850028361224E-10
1;base0007;NQDS QW WELL PROD7;-0.806803440293581
1;base0007;NQDS QO WELL PROD7;0.0909593565762003
1;base0007;NQDS BHP WELL PROD7;-0.5849192966929219
1;base0007;NQDS QL WELL PROD8;3.654056111934921E-10
1;base0007;NQDS QW WELL PROD8;-23.18681590790519
1;base0007;NQDS QO WELL PROD8;0.399939701920632
1;base0007;NQDS BHP WELL PROD8;-0.4888900877100584
1;base0007;NQDS QL WELL PROD9;-2.643149415514023E-10
1;base0007;NQDS QW WELL PROD9;-35.65130265788368
1;base0007;NQDS QO WELL PROD9;0.8376509930054907
1;base0007;NQDS BHP WELL PROD9;-0.3134269058371655
1;base0007;NQDS QL WELL PROD10;-1.410445720962537E-10
1;base0007;NQDS QW WELL PROD10;-17.58943378961442
1;base0007;NQDS QO WELL PROD10;0.4310924078856812
1;base0007;NQDS BHP WELL PROD10;-0.3615578762917033
1;base0007;NQDS QWI WELL INJ1;0.0
1;base0007;NQDS BHP WELL INJ1;-0.1888673133275009
1;base0007;NQDS QWI WELL INJ2;0.0
1;base0007;NQDS BHP WELL INJ2;-0.1648215279649291
1;base0007;NQDS QWI WELL INJ3;0.0
1;base0007;NQDS BHP WELL INJ3;-0.2853740770578092
1;base0007;NQDS QWI WELL INJ4;0.0
1;base0007;NQDS BHP WELL INJ4;-0.574627872913858
1;base0007;NQDS QWI WELL INJ5;0.0
1;base0007;NQDS BHP WELL INJ5;-0.2994262238669017
1;base0007;NQDS QWI WELL INJ6;0.0
1;base0007;NQDS BHP WELL INJ6;-0.3140969517800204
1;base0007;NQDS QWI WELL INJ7;0.0
1;base0007;NQDS BHP WELL INJ7;-0.9997642269557665
1;base0007;NQDS QWI WELL INJ8;0.0
1;base0007;NQDS BHP WELL INJ8;-0.1984699720275854
1;base0007;NQDS QWI WELL INJ9;0.0
1;base0007;NQDS BHP WELL INJ9;-0.4486798857401785
1;base0008;NQDS QL WELL WILDCAT;1.882101501218365E-10
1;base0008;NQDS QW WELL WILDCAT;-2.202162652121785
1;base0008;NQDS QO WELL WILDCAT;0.06075128534941716
1;base0008;NQDS BHP WELL WILDCAT;-0.4221788958683223
1;base0008;NQDS QL WELL PROD1;3.673123638488177E-10
1;base0008;NQDS QW WELL PROD1;1.846685667102297
1;base0008;NQDS QO WELL PROD1;-0.1712506137517205
1;base0008;NQDS BHP WELL PROD1;-0.2238123727578612
1;base0008;NQDS QL WELL PROD2;5.228569868728932E-10
1;base0008;NQDS QW WELL PROD2;-1.762828997833115
1;base0008;NQDS QO WELL PROD2;0.397157947447564
1;base0008;NQDS BHP WELL PROD2;0.1744454495662965
1;base0008;NQDS QL WELL PROD3;1.696482973222946E-14
1;base0008;NQDS QW WELL PROD3;4.778299884508214E-13
1;base0008;NQDS QO WELL PROD3;0.0
1;base0008;NQDS BHP WELL PROD3;-0.6152213157162271
1;base0008;NQDS QL WELL PROD4;4.07629028521558E-10
1;base0008;NQDS QW WELL PROD4;2.659157970065356
1;base0008;NQDS QO WELL PROD4;-0.2018187973073875
1;base0008;NQDS BHP WELL PROD4;-0.4564964331352586
1;base0008;NQDS QL WELL PROD5;6.196823931923412E-15
1;base0008;NQDS QW WELL PROD5;2.043627027023485E-13
1;base0008;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0008;NQDS BHP WELL PROD5;-0.7443848082639626
1;base0008;NQDS QL WELL PROD6;-1.815691663527043E-10
1;base0008;NQDS QW WELL PROD6;-74.67476976986976
1;base0008;NQDS QO WELL PROD6;2.932964382499685
1;base0008;NQDS BHP WELL PROD6;-0.4575644679976047
1;base0008;NQDS QL WELL PROD7;5.237523681114298E-10
1;base0008;NQDS QW WELL PROD7;-2.153361897863495
1;base0008;NQDS QO WELL PROD7;0.2428931463008082
1;base0008;NQDS BHP WELL PROD7;-0.4531817370609379
1;base0008;NQDS QL WELL PROD8;-2.187662801159934E-10
1;base0008;NQDS QW WELL PROD8;-12.10663153661213
1;base0008;NQDS QO WELL PROD8;0.2088152955276968
