VERSION;7.2.1.201802190531
DATE;11/05/2018 18:10
ITERATION;MODEL;OBJECTIVE FUNCTION;VALUE
1;base0002;NQDS QW WELL PROD8;61.22019624648583
1;base0002;NQDS QO WELL PROD8;-1.056100787210961
1;base0002;NQDS BHP WELL PROD8;1.691799060925397
1;base0002;NQDS QL WELL PROD9;3.291940356314855E-10
1;base0002;NQDS QW WELL PROD9;-2.82125651039275
1;base0002;NQDS QO WELL PROD9;0.06631235774574828
1;base0002;NQDS BHP WELL PROD9;0.5710707487874114
1;base0002;NQDS QL WELL PROD10;-2.906748203670668E-10
1;base0002;NQDS QW WELL PROD10;17.59612250593592
1;base0002;NQDS QO WELL PROD10;-0.4312941713431864
1;base0002;NQDS BHP WELL PROD10;-0.3594432300489891
1;base0002;NQDS QWI WELL INJ1;0.0
1;base0002;NQDS BHP WELL INJ1;-0.3100699136092295
1;base0002;NQDS QWI WELL INJ2;0.0
1;base0002;NQDS BHP WELL INJ2;-0.3954100633980308
1;base0002;NQDS QWI WELL INJ3;0.0
1;base0002;NQDS BHP WELL INJ3;-0.3396427576215884
1;base0002;NQDS QWI WELL INJ4;0.0
1;base0002;NQDS BHP WELL INJ4;-0.7183264471192429
1;base0002;NQDS QWI WELL INJ5;0.0
1;base0002;NQDS BHP WELL INJ5;-0.3807244056616166
1;base0002;NQDS QWI WELL INJ6;0.0
1;base0002;NQDS BHP WELL INJ6;-0.4432686593017756
1;base0002;NQDS QWI WELL INJ7;0.0
1;base0002;NQDS BHP WELL INJ7;-2.00141842410103
1;base0002;NQDS QWI WELL INJ8;0.0
1;base0002;NQDS BHP WELL INJ8;-0.3589598833969918
1;base0002;NQDS QWI WELL INJ9;0.0
1;base0002;NQDS BHP WELL INJ9;-0.4966754620604882
1;base0003;NQDS QL WELL WILDCAT;1.949857254693065E-10
1;base0003;NQDS QW WELL WILDCAT;-7.149946039801607
1;base0003;NQDS QO WELL WILDCAT;0.1972404023984389
1;base0003;NQDS BHP WELL WILDCAT;-0.555719242338578
1;base0003;NQDS QL WELL PROD1;5.443066896088358E-10
1;base0003;NQDS QW WELL PROD1;-28.90844062565853
1;base0003;NQDS QO WELL PROD1;2.680878694841058
1;base0003;NQDS BHP WELL PROD1;-0.3842281331000187
1;base0003;NQDS QL WELL PROD2;-4.288349840623342E-10
1;base0003;NQDS QW WELL PROD2;-44.25891152578658
1;base0003;NQDS QO WELL PROD2;9.973341002979092
1;base0003;NQDS BHP WELL PROD2;-0.09214277832632023
1;base0003;NQDS QL WELL PROD3;3.254430399991106E-10
1;base0003;NQDS QW WELL PROD3;11.07330577044783
1;base0003;NQDS QO WELL PROD3;-0.09828684937945593
1;base0003;NQDS BHP WELL PROD3;-2.754055383618435
1;base0003;NQDS QL WELL PROD4;2.842190280411151E-10
1;base0003;NQDS QW WELL PROD4;-6.868983123328022
1;base0003;NQDS QO WELL PROD4;0.521368545983042
1;base0003;NQDS BHP WELL PROD4;-0.4314755825104725
1;base0003;NQDS QL WELL PROD5;8.773730777296016E-15
1;base0003;NQDS QW WELL PROD5;2.893455347656553E-13
1;base0003;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0003;NQDS BHP WELL PROD5;-0.7648072411405273
1;base0003;NQDS QL WELL PROD6;1.059318834135347E-13
1;base0003;NQDS QW WELL PROD6;-76.7336067043009
1;base0003;NQDS QO WELL PROD6;3.013829109008083
1;base0003;NQDS BHP WELL PROD6;-0.3826550293492925
1;base0003;NQDS QL WELL PROD7;3.286799644145565E-10
1;base0003;NQDS QW WELL PROD7;-12.636040480839
1;base0003;NQDS QO WELL PROD7;1.425004809459587
1;base0003;NQDS BHP WELL PROD7;-0.7080243740462042
1;base0003;NQDS QL WELL PROD8;3.672257048690695E-10
1;base0003;NQDS QW WELL PROD8;-13.03965243395672
1;base0003;NQDS QO WELL PROD8;0.2248943514285254
1;base0003;NQDS BHP WELL PROD8;-4.746843586490859
1;base0003;NQDS QL WELL PROD9;2.200510973104459E-10
1;base0003;NQDS QW WELL PROD9;-38.90235449603428
1;base0003;NQDS QO WELL PROD9;0.9140323031569233
1;base0003;NQDS BHP WELL PROD9;-1.145219174435377
1;base0003;NQDS QL WELL PROD10;1.449274406143044E-10
1;base0003;NQDS QW WELL PROD10;-13.71062300635284
1;base0003;NQDS QO WELL PROD10;0.3360342469529394
1;base0003;NQDS BHP WELL PROD10;-0.36642315676916
1;base0003;NQDS QWI WELL INJ1;0.0
1;base0003;NQDS BHP WELL INJ1;0.1404865997622936
1;base0003;NQDS QWI WELL INJ2;0.0
1;base0003;NQDS BHP WELL INJ2;-0.1178114860876
1;base0003;NQDS QWI WELL INJ3;0.0
1;base0003;NQDS BHP WELL INJ3;0.2359474246807397
1;base0003;NQDS QWI WELL INJ4;0.0
1;base0003;NQDS BHP WELL INJ4;-0.7308509953349535
1;base0003;NQDS QWI WELL INJ5;0.0
1;base0003;NQDS BHP WELL INJ5;-0.2226308729789531
1;base0003;NQDS QWI WELL INJ6;0.0
1;base0003;NQDS BHP WELL INJ6;-0.3252937457255403
1;base0003;NQDS QWI WELL INJ7;0.0
1;base0003;NQDS BHP WELL INJ7;-1.396118388595395
1;base0003;NQDS QWI WELL INJ8;0.0
1;base0003;NQDS BHP WELL INJ8;0.1950856476385427
1;base0003;NQDS QWI WELL INJ9;0.0
1;base0003;NQDS BHP WELL INJ9;-0.2389912216814864
1;base0004;NQDS QL WELL WILDCAT;2.681256093515812E-10
1;base0004;NQDS QW WELL WILDCAT;3.356096229842298
1;base0004;NQDS QO WELL WILDCAT;-0.09257070274446479
1;base0004;NQDS BHP WELL WILDCAT;-0.5071493145102549
1;base0004;NQDS QL WELL PROD1;3.055165194904383E-10
1;base0004;NQDS QW WELL PROD1;-50.77818256096681
1;base0004;NQDS QO WELL PROD1;4.708958064370151
1;base0004;NQDS BHP WELL PROD1;-0.7967796230129617
1;base0004;NQDS QL WELL PROD2;1.77748008199637E-10
1;base0004;NQDS QW WELL PROD2;-63.03399632220899
1;base0004;NQDS QO WELL PROD2;14.20433624425782
1;base0004;NQDS BHP WELL PROD2;-1.452524191896749
1;base0004;NQDS QL WELL PROD3;-1.827525554954459E-10
1;base0004;NQDS QW WELL PROD3;239.8073567352902
1;base0004;NQDS QO WELL PROD3;-2.128529548627645
1;base0004;NQDS BHP WELL PROD3;-0.6415688311992714
1;base0004;NQDS QL WELL PROD4;3.612588672080155E-10
1;base0004;NQDS QW WELL PROD4;-25.67114948844205
1;base0004;NQDS QO WELL PROD4;1.948561351916747
1;base0004;NQDS BHP WELL PROD4;-0.3872976634439137
1;base0004;NQDS QL WELL PROD5;3.198115109553619E-14
1;base0004;NQDS QW WELL PROD5;1.054694234533034E-12
1;base0004;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0004;NQDS BHP WELL PROD5;-1.863770100268583
1;base0004;NQDS QL WELL PROD6;8.297776678146126E-12
1;base0004;NQDS QW WELL PROD6;-76.73357843025117
1;base0004;NQDS QO WELL PROD6;3.013829109008083
1;base0004;NQDS BHP WELL PROD6;-0.3828812642107567
1;base0004;NQDS QL WELL PROD7;-3.348206713922073E-10
1;base0004;NQDS QW WELL PROD7;-23.567146510874
1;base0004;NQDS QO WELL PROD7;2.657730748961825
1;base0004;NQDS BHP WELL PROD7;-6.056880097370285
1;base0004;NQDS QL WELL PROD8;8.414633199040227E-11
1;base0004;NQDS QW WELL PROD8;-48.57893641188002
1;base0004;NQDS QO WELL PROD8;0.837936913324352
1;base0004;NQDS BHP WELL PROD8;-1.065827223243244
1;base0004;NQDS QL WELL PROD9;1.760161634007948E-11
1;base0004;NQDS QW WELL PROD9;-59.35154236598844
1;base0004;NQDS QO WELL PROD9;1.394487392497007
1;base0004;NQDS BHP WELL PROD9;-3.363301270516605
1;base0004;NQDS QL WELL PROD10;2.562454151046641E-13
1;base0004;NQDS QW WELL PROD10;-67.15114764289642
1;base0004;NQDS QO WELL PROD10;1.645837686675028
1;base0004;NQDS BHP WELL PROD10;-0.5906655601231561
1;base0004;NQDS QWI WELL INJ1;0.0
1;base0004;NQDS BHP WELL INJ1;1.666895273415231
1;base0004;NQDS QWI WELL INJ2;0.0
1;base0004;NQDS BHP WELL INJ2;-0.1331945581726577
1;base0004;NQDS QWI WELL INJ3;0.0
1;base0004;NQDS BHP WELL INJ3;0.7102274435380456
1;base0004;NQDS QWI WELL INJ4;0.0
1;base0004;NQDS BHP WELL INJ4;-0.6149518282344436
1;base0004;NQDS QWI WELL INJ5;0.0
1;base0004;NQDS BHP WELL INJ5;-0.1418931606500076
1;base0004;NQDS QWI WELL INJ6;0.0
1;base0004;NQDS BHP WELL INJ6;0.2636115405859802
1;base0004;NQDS QWI WELL INJ7;0.0
1;base0004;NQDS BHP WELL INJ7;-0.4626798768525507
1;base0004;NQDS QWI WELL INJ8;0.0
1;base0004;NQDS BHP WELL INJ8;1.15839302806628
1;base0004;NQDS QWI WELL INJ9;0.0
1;base0004;NQDS BHP WELL INJ9;-0.1487918000832143
1;base0005;NQDS QL WELL WILDCAT;-2.171618874685519E-10
1;base0005;NQDS QW WELL WILDCAT;-2.724394605590342
1;base0005;NQDS QO WELL WILDCAT;0.07515572915371319
1;base0005;NQDS BHP WELL WILDCAT;-2.046022503816833
1;base0005;NQDS QL WELL PROD1;-4.021998627356958E-10
1;base0005;NQDS QW WELL PROD1;-40.203414608934
1;base0005;NQDS QO WELL PROD1;3.728272343849023
1;base0005;NQDS BHP WELL PROD1;-0.342476206904358
1;base0005;NQDS QL WELL PROD2;3.04870563860164E-10
1;base0005;NQDS QW WELL PROD2;-59.2833679168026
1;base0005;NQDS QO WELL PROD2;13.3591138970849
1;base0005;NQDS BHP WELL PROD2;-5.090205657137686
1;base0005;NQDS QL WELL PROD3;1.001843849668086E-10
1;base0005;NQDS QW WELL PROD3;0.002520760376478963
1;base0005;NQDS QO WELL PROD3;-2.238525635375642E-5
1;base0005;NQDS BHP WELL PROD3;-0.8461720226495804
1;base0005;NQDS QL WELL PROD4;-3.590640964431158E-10
1;base0005;NQDS QW WELL PROD4;-14.37030153862469
1;base0005;NQDS QO WELL PROD4;1.090786975533965
1;base0005;NQDS BHP WELL PROD4;-0.6066265893530401
1;base0005;NQDS QL WELL PROD5;9.567743353736615E-14
1;base0005;NQDS QW WELL PROD5;3.1553097393315E-12
1;base0005;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0005;NQDS BHP WELL PROD5;-2.577011319734107
1;base0005;NQDS QL WELL PROD6;4.156423663314558E-13
1;base0005;NQDS QW WELL PROD6;-76.73359750080496
1;base0005;NQDS QO WELL PROD6;3.013829109008083
1;base0005;NQDS BHP WELL PROD6;-1.93497850431901
1;base0005;NQDS QL WELL PROD7;-4.030174828336071E-10
1;base0005;NQDS QW WELL PROD7;-29.19350909269532
1;base0005;NQDS QO WELL PROD7;3.292222810604132
1;base0005;NQDS BHP WELL PROD7;-0.7628537824029527
1;base0005;NQDS QL WELL PROD8;-2.939410930122396E-10
1;base0005;NQDS QW WELL PROD8;20.27318120951175
1;base0005;NQDS QO WELL PROD8;-0.349757685131806
1;base0005;NQDS BHP WELL PROD8;-0.7799267334566944
1;base0005;NQDS QL WELL PROD9;9.901016863507858E-15
1;base0005;NQDS QW WELL PROD9;-59.35529922291051
1;base0005;NQDS QO WELL PROD9;1.394575148902702
1;base0005;NQDS BHP WELL PROD9;-0.3648373689215966
1;base0005;NQDS QL WELL PROD10;3.432266491811784E-12
1;base0005;NQDS QW WELL PROD10;-67.15112506338743
1;base0005;NQDS QO WELL PROD10;1.645837686675028
1;base0005;NQDS BHP WELL PROD10;-0.628989707906538
1;base0005;NQDS QWI WELL INJ1;0.0
1;base0005;NQDS BHP WELL INJ1;0.6661020297341219
1;base0005;NQDS QWI WELL INJ2;0.0
1;base0005;NQDS BHP WELL INJ2;1.070938795307802
1;base0005;NQDS QWI WELL INJ3;0.0
1;base0005;NQDS BHP WELL INJ3;1.878480283040041
1;base0005;NQDS QWI WELL INJ4;0.0
1;base0005;NQDS BHP WELL INJ4;-0.809901914771965
1;base0005;NQDS QWI WELL INJ5;0.0
1;base0005;NQDS BHP WELL INJ5;-0.1425743495772535
1;base0005;NQDS QWI WELL INJ6;0.0
1;base0005;NQDS BHP WELL INJ6;0.2143307136736223
1;base0005;NQDS QWI WELL INJ7;0.0
1;base0005;NQDS BHP WELL INJ7;-0.7294738470553787
1;base0005;NQDS QWI WELL INJ8;0.0
1;base0005;NQDS BHP WELL INJ8;0.7095875322872254
1;base0005;NQDS QWI WELL INJ9;0.0
1;base0005;NQDS BHP WELL INJ9;-0.3286153745825353
1;base0006;NQDS QL WELL WILDCAT;-1.722865599778625E-10
1;base0006;NQDS QW WELL WILDCAT;-5.611485180784266
1;base0006;NQDS QO WELL WILDCAT;0.1548000710961282
1;base0006;NQDS BHP WELL WILDCAT;-0.3473845476755984
1;base0006;NQDS QL WELL PROD1;4.332602788136464E-10
1;base0006;NQDS QW WELL PROD1;5.325283943084832
1;base0006;NQDS QO WELL PROD1;-0.4938445147754254
1;base0006;NQDS BHP WELL PROD1;-0.3585954836513461
1;base0006;NQDS QL WELL PROD2;-3.850257715361367E-10
1;base0006;NQDS QW WELL PROD2;-43.97933204106199
1;base0006;NQDS QO WELL PROD2;9.910350115255394
1;base0006;NQDS BHP WELL PROD2;-0.5465264952896852
1;base0006;NQDS QL WELL PROD3;-3.254284189220188E-10
1;base0006;NQDS QW WELL PROD3;60.2525730819925
1;base0006;NQDS QO WELL PROD3;-0.5348050194828408
1;base0006;NQDS BHP WELL PROD3;0.3272359148029709
1;base0006;NQDS QL WELL PROD4;3.415620365526203E-10
1;base0006;NQDS QW WELL PROD4;8.278234140285695
1;base0006;NQDS QO WELL PROD4;-0.6282639108995143
1;base0006;NQDS BHP WELL PROD4;-0.3690059006199766
1;base0006;NQDS QL WELL PROD5;9.719544051570001E-14
1;base0006;NQDS QW WELL PROD5;3.205371514883197E-12
1;base0006;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0006;NQDS BHP WELL PROD5;-2.152466244818212
1;base0006;NQDS QL WELL PROD6;1.22369405003963E-10
1;base0006;NQDS QW WELL PROD6;-65.18374932493477
1;base0006;NQDS QO WELL PROD6;2.560190266413769
1;base0006;NQDS BHP WELL PROD6;-0.3845080347512067
1;base0006;NQDS QL WELL PROD7;-3.349571747300885E-10
1;base0006;NQDS QW WELL PROD7;5.650535009578965
1;base0006;NQDS QO WELL PROD7;-0.6370817622694916
1;base0006;NQDS BHP WELL PROD7;-0.5007084076082745
1;base0006;NQDS QL WELL PROD8;-5.831049832010555E-10
1;base0006;NQDS QW WELL PROD8;25.67305682334644
1;base0006;NQDS QO WELL PROD8;-0.4428733552914739
1;base0006;NQDS BHP WELL PROD8;-3.079745096333283
1;base0006;NQDS QL WELL PROD9;-3.0530317081108E-10
1;base0006;NQDS QW WELL PROD9;-5.757509760940458
1;base0006;NQDS QO WELL PROD9;0.1352992845585113
1;base0006;NQDS BHP WELL PROD9;0.3087687888475892
1;base0006;NQDS QL WELL PROD10;-1.538457720054849E-10
1;base0006;NQDS QW WELL PROD10;-1.821310958807958
1;base0006;NQDS QO WELL PROD10;0.0446266081140841
1;base0006;NQDS BHP WELL PROD10;-0.3736342351562347
1;base0006;NQDS QWI WELL INJ1;0.0
1;base0006;NQDS BHP WELL INJ1;0.2177912900184841
1;base0006;NQDS QWI WELL INJ2;0.0
1;base0006;NQDS BHP WELL INJ2;-0.254386782192891
1;base0006;NQDS QWI WELL INJ3;0.0
1;base0006;NQDS BHP WELL INJ3;-0.2981111181525254
1;base0006;NQDS QWI WELL INJ4;0.0
1;base0006;NQDS BHP WELL INJ4;-0.5369669830539686
1;base0006;NQDS QWI WELL INJ5;0.0
1;base0006;NQDS BHP WELL INJ5;-0.2510535110561394
1;base0006;NQDS QWI WELL INJ6;0.0
1;base0006;NQDS BHP WELL INJ6;-0.2573452039183885
1;base0006;NQDS QWI WELL INJ7;0.0
1;base0006;NQDS BHP WELL INJ7;-1.269073949176863
1;base0006;NQDS QWI WELL INJ8;0.0
1;base0006;NQDS BHP WELL INJ8;-0.189338692486934
1;base0006;NQDS QWI WELL INJ9;0.0
1;base0006;NQDS BHP WELL INJ9;-0.3730169991291062
1;base0007;NQDS QL WELL WILDCAT;1.899259976720427E-10
1;base0007;NQDS QW WELL WILDCAT;-2.896694144968163
1;base0007;NQDS QO WELL WILDCAT;0.07990965169035309
1;base0007;NQDS BHP WELL WILDCAT;-0.5392105522230686
1;base0007;NQDS QL WELL PROD1;3.753228583811287E-10
1;base0007;NQDS QW WELL PROD1;-58.51453599952307
1;base0007;NQDS QO WELL PROD1;5.426400146709381
1;base0007;NQDS BHP WELL PROD1;-0.6712843755381845
1;base0007;NQDS QL WELL PROD2;2.641189396097887E-10
1;base0007;NQDS QW WELL PROD2;-69.93444124336278
1;base0007;NQDS QO WELL PROD2;15.75939105743044
1;base0007;NQDS BHP WELL PROD2;-0.1079569939163458
1;base0007;NQDS QL WELL PROD3;1.010163527840057E-14
1;base0007;NQDS QW WELL PROD3;2.845218221814847E-13
1;base0007;NQDS QO WELL PROD3;0.0
1;base0007;NQDS BHP WELL PROD3;-0.3084913545714081
1;base0007;NQDS QL WELL PROD4;-2.684435479271492E-10
1;base0007;NQDS QW WELL PROD4;-12.47541848010105
1;base0007;NQDS QO WELL PROD4;0.9469629548652044
1;base0007;NQDS BHP WELL PROD4;-0.3666575913771303
1;base0007;NQDS QL WELL PROD5;6.689299790278859E-13
1;base0007;NQDS QW WELL PROD5;2.206038769772386E-11
1;base0007;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0007;NQDS BHP WELL PROD5;-5.102086370872122
1;base0007;NQDS QL WELL PROD6;1.730746390531633E-13
1;base0007;NQDS QW WELL PROD6;-76.7336030739985
1;base0007;NQDS QO WELL PROD6;3.013829109008083
1;base0007;NQDS BHP WELL PROD6;-0.4016236699679168
1;base0007;NQDS QL WELL PROD7;-2.938800374027903E-10
1;base0007;NQDS QW WELL PROD7;-41.35725850334771
1;base0007;NQDS QO WELL PROD7;4.663947054523074
1;base0007;NQDS BHP WELL PROD7;-1.075093861786786
1;base0007;NQDS QL WELL PROD8;-3.534822084699356E-10
1;base0007;NQDS QW WELL PROD8;-17.95739552373002
1;base0007;NQDS QO WELL PROD8;0.3097140267376438
1;base0007;NQDS BHP WELL PROD8;-0.2144781992318492
1;base0007;NQDS QL WELL PROD9;6.294417772123486E-12
1;base0007;NQDS QW WELL PROD9;-59.35511023451982
1;base0007;NQDS QO WELL PROD9;1.394570248625646
1;base0007;NQDS BHP WELL PROD9;-2.44967201222038
1;base0007;NQDS QL WELL PROD10;1.05616771487684E-14
1;base0007;NQDS QW WELL PROD10;-67.15116345699288
1;base0007;NQDS QO WELL PROD10;1.645837686675028
1;base0007;NQDS BHP WELL PROD10;-0.3678247770105437
1;base0007;NQDS QWI WELL INJ1;0.0
1;base0007;NQDS BHP WELL INJ1;0.1007319577678001
1;base0007;NQDS QWI WELL INJ2;0.0
1;base0007;NQDS BHP WELL INJ2;-0.1325754802051119
1;base0007;NQDS QWI WELL INJ3;0.0
1;base0007;NQDS BHP WELL INJ3;-0.1993028851339692
1;base0007;NQDS QWI WELL INJ4;0.0
1;base0007;NQDS BHP WELL INJ4;-0.2124220286700298
1;base0007;NQDS QWI WELL INJ5;0.0
1;base0007;NQDS BHP WELL INJ5;-0.1416873988854443
1;base0007;NQDS QWI WELL INJ6;0.0
1;base0007;NQDS BHP WELL INJ6;-0.1590803291699437
1;base0007;NQDS QWI WELL INJ7;0.0
1;base0007;NQDS BHP WELL INJ7;-0.4790920657065014
1;base0007;NQDS QWI WELL INJ8;0.0
1;base0007;NQDS BHP WELL INJ8;0.3735532363031375
1;base0007;NQDS QWI WELL INJ9;0.0
1;base0007;NQDS BHP WELL INJ9;-0.2176592997453355
1;base0008;NQDS QL WELL WILDCAT;-1.710997687955156E-10
1;base0008;NQDS QW WELL WILDCAT;9.458287689454188
1;base0008;NQDS QO WELL WILDCAT;-0.2609062561133583
1;base0008;NQDS BHP WELL WILDCAT;-0.5094880677294544
1;base0008;NQDS QL WELL PROD1;3.99910709663456E-10
1;base0008;NQDS QW WELL PROD1;-49.58006955636131
1;base0008;NQDS QO WELL PROD1;4.597852698567442
1;base0008;NQDS BHP WELL PROD1;-1.202457028189763
1;base0008;NQDS QL WELL PROD2;1.692955775816392E-10
1;base0008;NQDS QW WELL PROD2;-71.44707790480653
1;base0008;NQDS QO WELL PROD2;16.10027152775551
1;base0008;NQDS BHP WELL PROD2;-0.6726727300128299
1;base0008;NQDS QL WELL PROD3;-1.007931516589618E-10
1;base0008;NQDS QW WELL PROD3;0.3520650897266867
1;base0008;NQDS QO WELL PROD3;-0.003125115297963841
1;base0008;NQDS BHP WELL PROD3;-1.364963580036589
1;base0008;NQDS QL WELL PROD4;9.995234098612679E-12
1;base0008;NQDS QW WELL PROD4;-86.67727549088973
1;base0008;NQDS QO WELL PROD4;6.579113727687915
1;base0008;NQDS BHP WELL PROD4;-1.466701326120572
1;base0008;NQDS QL WELL PROD5;2.797465913142945E-14
1;base0008;NQDS QW WELL PROD5;9.225656578403673E-13
1;base0008;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0008;NQDS BHP WELL PROD5;-1.133375780580954
1;base0008;NQDS QL WELL PROD6;-3.935649573328354E-10
1;base0008;NQDS QW WELL PROD6;-64.33121115009207
1;base0008;NQDS QO WELL PROD6;2.526701863499094
1;base0008;NQDS BHP WELL PROD6;-0.5346833513643371
1;base0008;NQDS QL WELL PROD7;3.319111883502541E-10
1;base0008;NQDS QW WELL PROD7;-53.30744962371184
1;base0008;NQDS QO WELL PROD7;6.011583075732102
1;base0008;NQDS BHP WELL PROD7;-1.26406955386401
1;base0008;NQDS QL WELL PROD8;3.860049315491293E-10
1;base0008;NQDS QW WELL PROD8;-11.6692503498878
1;base0008;NQDS QO WELL PROD8;0.2012697050952809
1;base0008;NQDS BHP WELL PROD8;-0.2164149024247217
